 LUCES , NDVI , ZURBANA , AREA , TEMPERATURA , DENSIDAD 
54.67,0.27,0.14,0.96,28.66,3923
54,0.27,0.14,0.65,28.66,632
55,0.29,0.26,1.52,27.4,2887
55,0.27,0.26,1.21,27.73,3601
56,0.25,0.21,1.14,28.64,1214
57,0.25,0.21,0.72,28.64,1020
57.56,0.26,0.18,2.19,28.65,1616
58,0.27,0.16,1.22,30.39,2158
58.6,0.27,0.16,0.82,30.39,1626
63,0.14,0.42,0.4,32.09,10638
63,0.14,0.42,0.3,32.09,14277
63,0.09,0.63,0.33,32.31,21883
63,0.14,0.42,0.25,32.09,24664
63,0.14,0.42,0.71,32.09,4656
63,0.14,0.42,1,32.09,2704
63,0.14,0.42,0.23,32.09,17143
63,0.09,0.63,0.15,32.31,21320
63,0.09,0.63,0.17,32.31,22719
63,0.14,0.42,0.25,32.09,24559
63,0.14,0.42,0.22,32.09,17718
63,0.14,0.42,0.33,32.09,5046
63,0.14,0.42,0.58,32.09,5105
63,0.09,0.63,0.17,32.31,20859
63,0.14,0.62,0.47,29.98,3480
63,0.14,0.62,0.62,29.98,9945
63,0.09,0.63,0.27,32.31,17890
63,0.14,0.62,0.57,29.98,7310
63,0.17,0.55,0.72,30.55,5476
63,0.14,0.62,0.82,29.98,6437
63,0.14,0.62,0.87,29.98,8840
63,0.12,0.49,0.25,32.16,13738
63,0.14,0.42,0.64,32.09,5179
63,0.14,0.42,1.12,32.09,6140
63,0.14,0.42,0.24,32.09,4861
63,0.14,0.42,1.54,32.09,1607
62,0.14,0.62,0.63,29.98,6062
63,0.14,0.62,0.65,29.98,5392
62,0.14,0.62,0.25,29.98,12436
63,0.18,0.53,0.71,30.74,3904
63,0.18,0.53,0.52,30.74,10646
63,0.14,0.62,0.92,29.98,7258
62.5,0.14,0.62,0.47,29.98,6486
62,0.14,0.62,0.28,29.98,5083
62,0.14,0.62,0.24,29.98,11588
62,0.14,0.62,0.3,29.98,5529
62,0.18,0.47,0.47,29.71,2127
62,0.18,0.47,0.33,29.71,2264
62,0.18,0.47,0.42,29.71,902
62,0.18,0.47,0.21,29.71,2138
63,0.18,0.53,0.31,30.74,9548
63,0.18,0.53,0.27,30.74,10145
62,0.18,0.53,0.17,30.74,10969
63,0.18,0.53,0.28,30.74,8014
63,0.18,0.53,0.43,30.74,2167
63,0.18,0.53,0.16,30.74,13240
63,0.18,0.53,0.7,30.74,1868
63,0.18,0.53,0.4,30.74,7072
62,0.18,0.53,0.24,30.74,8802
62,0.18,0.53,0.19,30.74,12270
21,0.28,0.18,1.1,29.54,1742
21,0.26,0.18,0.65,29.61,467
37,0.28,0.52,0.67,28.76,4169
37,0.31,0.52,0.69,28.69,7655
37,0.19,0.52,0.15,28.96,1792
31,0.23,0.25,1.3,27.73,1445
31,0.23,0.25,0.04,27.73,6430
31,0.23,0.25,0.13,27.73,3940
18.49,0.28,0.16,7.62,27.39,443
20,0.26,0.16,0.44,27.29,3407
20,0.26,0.16,0.91,27.29,2444
19.5,0.27,0.16,1.3,25.62,1530
17.86,0.26,0.16,1.98,27.29,1430
20,0.26,0.16,0.13,27.29,718
14,0.24,0.21,3.37,27.71,792
18,0.27,0.16,3.59,27.34,398
45,0.24,0.21,0.56,30.87,3095
60,0.24,0.21,0.37,30.87,5535
50,0.24,0.21,0.59,30.87,6236
44.67,0.24,0.21,1.13,30.87,2518
55,0.24,0.21,0.56,30.87,3695
54.33,0.24,0.41,1.66,29.75,4574
57.67,0.31,0.33,0.76,29.35,6277
51,0.31,0.33,0.64,29.35,4972
51,0.24,0.41,0.74,29.75,5379
51,0.25,0.36,1.11,28.99,4267
51,0.37,0.33,0.52,26.47,6705
61,0.24,0.41,0.49,29.75,6265
61,0.24,0.41,0.52,29.75,8163
61,0.24,0.41,0.75,29.75,5216
51,0.31,0.33,0.45,29.35,2000
63,0.24,0.41,0.86,29.75,3669
63,0.24,0.41,1.37,29.75,2663
62,0.24,0.41,0.93,29.75,2799
51,0.24,0.41,0.61,29.75,7362
51,0.24,0.41,0.48,29.75,4806
51,0.26,0.3,0.28,28.23,2017
59.57,0.24,0.41,1.89,29.75,2223
18,0.26,0.2,1.03,28.88,414
57,0.16,0.61,0.98,32.82,4333
57,0.16,0.61,1.09,32.82,3622
57.67,0.16,0.61,0.67,32.82,4028
59.4,0.16,0.61,1.23,32.82,2403
61,0.16,0.61,0.34,32.82,1654
59,0.24,0.29,2.41,32.85,893
62,0.24,0.3,2.16,32.82,1123
59.75,0.25,0.25,0.92,32.89,2425
61.4,0.28,0.12,1.52,33.07,1666
60,0.2,0.45,0.63,32.62,6745
59,0.2,0.45,0.79,32.62,3132
59,0.2,0.45,0.95,32.62,3325
59.67,0.19,0.28,1.56,31.52,3347
57,0.21,0.3,1.13,32.28,3443
57,0.2,0.45,1.31,32.62,3080
57,0.23,0.27,1.44,32.48,3382
57,0.22,0.19,0.83,31.45,2769
57,0.22,0.19,1.26,31.45,1398
57,0.2,0.45,0.49,32.62,325
57,0.21,0.28,0.74,32.18,567
57,0.26,0.15,0.04,32.39,1667
62,0.24,0.44,0.86,31.08,3158
62.67,0.24,0.44,2.04,31.08,1995
62,0.24,0.44,0.99,31.08,4435
62,0.24,0.44,0.81,31.08,4219
62,0.22,0.39,0.65,31.16,6497
62,0.24,0.44,0.31,31.08,5923
62,0.24,0.44,0.36,31.08,8426
62,0.24,0.44,0.21,31.08,8820
62,0.24,0.44,0.51,31.08,8037
62,0.24,0.44,0.43,31.08,8018
62,0.22,0.49,0.83,31.35,4171
62.67,0.18,0.59,0.53,31.89,8352
62,0.19,0.31,0.87,31.33,8341
63,0.2,0.55,2.4,31.67,5060
62,0.24,0.44,1.02,31.43,5659
62,0.24,0.44,1.33,31.38,3402
62,0.19,0.31,0.34,31.33,9696
62,0.19,0.31,0.43,31.33,7402
62,0.19,0.31,0.26,31.33,17018
62,0.19,0.31,0.31,31.33,14263
63,0.24,0.44,0.42,31.08,2975
62,0.25,0.44,0.86,31.96,9935
63,0.18,0.59,0.53,31.89,17681
63,0.18,0.59,0.64,31.89,16835
63,0.18,0.59,0.42,31.89,20327
63,0.18,0.59,0.44,31.89,24192
63,0.18,0.59,0.59,31.89,10364
63,0.24,0.44,0.58,31.08,6154
63,0.17,0.7,0.74,30.71,7897
59,0.19,0.31,0.35,31.33,10153
63,0.2,0.59,0.77,31.3,14530
63,0.2,0.59,0.73,31.3,11798
63,0.2,0.59,1.8,31.3,4747
63,0.19,0.59,1.18,31.42,17034
63,0.2,0.59,0.38,31.3,15052
63,0.2,0.59,0.22,31.3,185
62,0.16,0.61,0.36,32.82,5015
62,0.16,0.61,0.24,32.82,15511
61,0.18,0.46,0.31,32.07,15651
61,0.19,0.31,0.36,31.33,14308
61,0.19,0.31,0.42,31.33,12501
61,0.19,0.31,0.27,31.33,3188
61,0.19,0.31,0.67,31.33,5645
61,0.23,0.19,0.81,31.99,4008
62,0.24,0.44,0.44,31.08,10087
62,0.24,0.44,0.77,31.08,5508
51.71,0.23,0.56,1.05,31.09,2567
33.14,0.22,0.16,1.63,31.52,689
26,0.21,0.15,1.13,31.12,2046
36,0.21,0.15,1.18,31.12,1034
26,0.21,0.15,0.89,31.12,1866
16,0.22,0.31,1.08,30.63,1584
32,0.25,0.28,1.35,29.67,1753
32,0.23,0.23,0.54,31,3205
32,0.23,0.23,0.3,31,1674
35,0.23,0.23,0.81,31,2506
34.25,0.23,0.23,1.11,31,1938
35,0.23,0.23,0.64,31,1712
22,0.31,0.1,0.29,26.02,27
22,0.31,0.1,1.04,26.02,1276
19,0.49,0.1,0.71,23.15,2004
14,0.31,0.1,0.8,26.02,1430
10,0.31,0.1,1.23,26.02,2119
10,0.31,0.1,0.73,26.02,1923
10,0.31,0.1,0.69,26.02,2854
10,0.31,0.15,0.23,26.32,1349
22,0.31,0.1,0.1,26.02,2081
22,0.3,0.17,2.31,26.12,1196
15.5,0.28,0.17,0.55,25.71,361
20,0.33,0.14,1.19,26.64,1590
19.79,0.36,0.15,3.08,26.52,601
39,0.3,0.15,2.29,27.11,1888
36.83,0.29,0.15,2.67,26.96,1409
55,0.29,0.14,2.57,27.84,2242
54,0.28,0.14,0.43,28.09,5996
61,0.31,0.12,0.47,25.93,10750
61,0.31,0.12,0.44,25.93,6502
61,0.31,0.12,0.54,25.93,7938
61,0.31,0.12,0.38,25.93,2132
55.75,0.31,0.12,1.1,25.93,4117
56,0.5,0.17,1.02,22.86,2810
62,0.49,0.22,0.76,23.99,5008
61,0.43,0.22,0.07,25.01, -   
41,0.31,0.12,0.6,25.93,6347
38,0.39,0.23,1.44,22.92,2458
41,0.31,0.12,0.86,25.93,5650
33,0.26,0.52,0.36,29.68,838
33,0.26,0.52,0.49,29.68,3727
33,0.26,0.52,0.42,29.68,4993
33,0.26,0.52,0.31,29.68,4579
35,0.26,0.56,1.43,27.48,2423
35,0.18,0.56,0.46,23.1,8458
31.5,0.18,0.56,0.76,23.1,6655
29.5,0.18,0.56,0.85,23.1,6571
35,0.18,0.56,0.06,23.1,4660
24,0.18,0.56,0.11,23.1,2817
27,0.27,0.15,0.52,23.11,5726
63,0.28,0.36,3.07,29.18,2437
63,0.32,0.36,1.92,30.01,3742
61,0.28,0.36,1.24,29.83,4033
63,0.19,0.36,0.82,29.46,7780
63,0.19,0.36,0.72,29.46,6465
63,0.47,0.12,2.88,28.49,2223
60,0.25,0.15,1.69,31.13,3089
60,0.27,0.28,0.66,30.59,4638
60,0.24,0.28,0.82,30.82,3891
60,0.26,0.28,0.79,30.66,3510
60,0.25,0.28,1.16,30.74,3134
60,0.21,0.24,0.42,31.15,1405
60,0.26,0.11,0.4,31.27,8054
61,0.26,0.11,0.52,31.27,1393
61,0.26,0.11,0.36,31.27,1901
60,0.24,0.24,1.06,30.56,2955
60,0.24,0.21,0.07,30.87,2945
60,0.24,0.27,0.53,30.24,4085
57,0.24,0.27,1.43,30.24,2241
46,0.28,0.15,1.03,28.33,1972
46,0.26,0.4,0.99,26.59,1059
46,0.28,0.15,0.56,28.33,1893
46,0.28,0.15,0.49,28.33,1317
46,0.28,0.15,0.29,28.33,2365
55,0.28,0.26,1.38,28.23,1877
55,0.28,0.16,1.81,30.46,830
55,0.28,0.15,0.95,28.33,1411
29,0.27,0.21,2.45,24.98,1429
63,0.24,0.32,0.56,28.7,890
55.86,0.24,0.32,1.87,28.7,2119
63,0.24,0.32,0.57,28.7,1615
63,0.19,0.36,1.17,29.46,2719
63,0.15,0.43,1.17,30.31,9
63,0.23,0.34,1.54,28.93,982
63,0.22,0.34,0.96,29.02,2073
63,0.2,0.17,0.58,29.72,5859
56.33,0.21,0.22,0.73,29.38,8308
63,0.24,0.32,0.84,28.7,3779
63,0.19,0.36,0.17,29.46,8676
63,0.19,0.36,0.23,29.46,24429
53,0.2,0.17,0.21,29.72,2689
63,0.19,0.38,1.34,29.62,15
60.78,0.28,0.32,1.69,27.02,1685
58.71,0.24,0.32,1.25,28.7,2198
57,0.29,0.18,2.45,27.22,1156
57,0.29,0.18,2.23,28.39,1088
35,0.24,0.19,0.57,29.85,6091
61,0.24,0.19,0.56,29.85,5720
59,0.24,0.19,1,29.85,3597
61,0.24,0.19,0.69,29.85,5352
29,0.21,0.12,0.39,31.09,2733
29,0.34,0.12,0.66,29.96,2671
29,0.21,0.12,0.72,31.09,1665
29,0.33,0.12,0.99,30.07,828
62,0.29,0.13,0.96,30.27,4747
62,0.27,0.14,0.64,30.63,6978
62.56,0.25,0.23,2.04,30.88,2783
58.43,0.25,0.45,1.51,28.82,1671
59,0.28,0.25,0.38,25.97,1728
57,0.25,0.45,0.18,28.82,1518
57,0.25,0.45,0.16,28.82,729
62.5,0.3,0.15,2.98,30.13,1901
35.67,0.21,0.52,0.75,28.56,3070
59,0.21,0.52,0.13,28.56,22216
40.4,0.25,0.2,1.33,25.13,2307
38,0.27,0.2,1.78,24.23,1376
41,0.25,0.2,0.52,25.13,1401
41,0.25,0.2,0.62,25.13,455
57,0.25,0.45,1.39,28.82,2178
58.5,0.22,0.38,1.17,29.93,4993
62,0.22,0.38,1.05,29.93,2105
62.75,0.22,0.38,0.57,29.93,5280
59,0.28,0.25,0.78,25.97,2017
59,0.25,0.45,0.5,28.82,4705
40.77,0.38,0.2,2.45,19.54,1132
62,0.25,0.23,0.32,30.88,3626
62,0.21,0.45,1.03,31.36,2032
62,0.23,0.33,0.7,31.09,7911
63,0.19,0.52,1.12,31.52,2989
24,0.21,0.52,1.3,28.56,2560
24,0.21,0.52,0.39,28.56,2319
24,0.21,0.52,0.31,28.56,681
62,0.28,0.45,1.72,30.3,2961
60,0.21,0.36,0.85,30.88,2665
62,0.21,0.36,1.23,30.88,3191
62,0.21,0.36,0.18,30.88,626
62,0.21,0.36,0.82,30.88,3271
62,0.21,0.36,0.66,30.88,4700
62,0.21,0.36,0.62,30.88,6764
61,0.2,0.56,0.81,31.12,2924
60,0.2,0.56,0.43,31.12,3958
62,0.2,0.56,0.87,31.12,2132
60,0.2,0.56,0.18,31.12,3313
62,0.16,0.62,0.43,32.41,3574
62,0.16,0.62,0.51,32.41,2979
62,0.2,0.56,0.8,31.12,1092
62,0.16,0.62,0.39,32.41,3346
62,0.16,0.62,0.27,32.41,3187
60,0.16,0.62,0.46,32.41,3480
60,0.16,0.62,0.31,32.41,3286
61.33,0.2,0.56,0.73,31.12,1225
51.86,0.28,0.23,1.75,28.03,1240
60,0.28,0.23,0.59,28.03,6206
60,0.3,0.21,0.97,27.57,6773
60,0.37,0.1,0.57,25.74,10416
60,0.37,0.1,0.55,25.74,3090
56,0.41,0.11,0.25,24.03,11708
56,0.41,0.11,0.13,24.03,11250
56,0.41,0.11,0.48,24.03,505
57,0.28,0.44,1.36,27.11,3296
52,0.28,0.44,0.63,27.11,6201
57,0.28,0.44,0.74,27.11,2228
28,0.28,0.44,0.23,27.11,4384
47,0.28,0.44,0.71,27.11,2183
28,0.28,0.44,0.61,27.11,3247
36,0.28,0.44,0.59,27.11,1350
32,0.37,0.14,0.26,21.27,8544
32,0.37,0.14,0.37,21.27,7679
32,0.37,0.14,0.73,21.27,5101
33.33,0.37,0.14,0.67,21.27,1091
43.33,0.37,0.14,0.82,21.27,4080
41.5,0.37,0.14,0.55,21.27,6114
36,0.37,0.14,0.11,21.27,1344
63,0.2,0.59,1.04,30.85,3010
63,0.18,0.64,2.42,30.66,3737
63,0.2,0.59,0.19,30.85,19460
63,0.2,0.59,0.14,30.85,27583
63,0.2,0.59,0.47,30.85,12139
63,0.2,0.59,1.17,30.85,495
63,0.28,0.48,0.23,31.37,9370
63,0.28,0.48,0.25,31.37,8031
63,0.28,0.48,0.79,31.37,4149
63,0.2,0.59,0.43,30.85,8432
63,0.2,0.59,0.34,30.85,13609
63,0.2,0.59,0.2,30.85,18380
63,0.28,0.48,0.6,31.37,5726
63,0.28,0.48,0.28,31.37,11960
63,0.28,0.48,0.23,31.37,11243
63,0.28,0.48,0.21,31.37,9842
63,0.2,0.59,0.4,30.85,3978
63,0.14,0.88,0.31,30.88,27646
63,0.28,0.48,0.45,31.37,6028
63,0.17,0.76,0.42,32.47,5824
63,0.17,0.76,0.39,32.47,8902
63,0.32,0.2,0.17,28.63,19822
63,0.17,0.76,0.33,32.47,2805
63,0.17,0.76,0.2,32.47,5011
63,0.17,0.76,0.4,32.47,9121
63,0.17,0.75,0.32,31.73,23765
63,0.14,0.88,0.33,30.88,10011
63,0.14,0.88,0.19,30.88,11524
63,0.14,0.88,0.2,30.88,9886
63,0.14,0.88,0.82,30.88,6421
63,0.14,0.88,0.11,30.88,5765
63,0.14,0.88,0.12,30.88,11335
63,0.14,0.88,0.21,30.88,9367
63,0.17,0.76,0.24,32.47,15478
63,0.17,0.76,0.66,32.47,9714
63,0.17,0.75,0.23,31.73,23323
63,0.14,0.88,0.14,30.88,13775
63,0.17,0.76,0.29,32.47,8328
63,0.17,0.76,0.33,32.47,11147
63,0.17,0.75,0.32,31.73,11966
63,0.17,0.75,0.3,31.73,22475
63,0.14,0.88,0.34,30.88,9423
63,0.14,0.88,0.2,30.88,8487
63,0.14,0.88,0.31,30.88,9225
63,0.17,0.76,0.55,32.47,12035
63,0.14,0.88,0.22,30.88,12073
63,0.14,0.88,0.2,30.88,9299
63,0.14,0.88,0.21,30.88,12100
63,0.14,0.88,0.27,30.88,10068
63,0.14,0.88,0.17,30.88,19268
63,0.17,0.76,0.14,32.47,24368
63,0.17,0.87,0.83,30.86,6465
63,0.17,0.76,0.1,32.47,23874
63,0.17,0.76,0.12,32.47,22287
63,0.17,0.75,0.95,31.73,2109
63,0.17,0.76,0.34,32.47,20971
63,0.07,0.7,0.24,32.82,16381
63,0.07,0.7,0.24,32.82,8945
63,0.11,0.76,0.13,32.18,20950
63,0.12,0.68,0.18,30.03,20830
63,0.12,0.68,0.14,30.03,18691
63,0.11,0.76,0.29,32.18,20510
63,0.12,0.68,0.15,30.03,19078
63,0.11,0.76,0.16,32.18,20543
63,0.12,0.68,0.23,30.03,23940
63,0.12,0.7,2.36,30.68,741
63,0.11,0.76,0.25,32.18,8525
63,0.12,0.68,0.68,30.03,10526
63,0.11,0.76,0.42,32.18,13815
63,0.11,0.76,0.56,32.18,12086
63,0.13,0.81,0.87,29.98,5622
63,0.28,0.48,0.21,31.37,18860
63,0.32,0.2,0.48,28.63,9856
63,0.12,0.68,0.49,30.03,8923
63,0.12,0.68,0.84,30.03,415
63,0.11,0.76,0.63,32.18,10400
63,0.23,0.68,0.3,28.86,8421
63,0.32,0.2,0.16,28.63,16660
63,0.12,0.68,0.5,30.03,7983
63,0.11,0.76,0.68,32.18,3475
63,0.12,0.68,0.98,30.03,2948
63,0.12,0.68,0.39,30.03,701
63,0.2,0.59,0.46,30.85,3451
63,0.32,0.2,0.45,28.63,1084
63,0.2,0.59,0.12,30.85,20909
63,0.17,0.75,0.58,31.73,21692
63,0.14,0.88,0.36,30.88,17365
63,0.14,0.88,0.63,30.88,9550
63,0.14,0.88,0.11,30.88,14225
63,0.17,0.76,0.23,32.47,10212
63,0.19,0.63,2.38,31.26,120
63,0.17,0.76,1.11,32.47,3214
63,0.12,0.68,0.79,30.03,6633
63,0.12,0.68,0.25,30.03,24865
63,0.17,0.76,0.62,32.47,6260
63,0.16,0.8,2.03,31.94,1595
63,0.17,0.76,0.43,32.47,6697
63,0.32,0.2,0.06,28.63,31220
63,0.2,0.59,0.41,30.85,8020
63,0.19,0.67,0.35,31.66,8836
63,0.32,0.2,0.14,28.63,15101
63,0.24,0.48,0.35,30.18,18795
63,0.17,0.75,0.73,31.73,6512
63,0.17,0.75,0.27,31.73,20582
63,0.2,0.59,0.53,30.85,3056
63,0.2,0.59,0.37,30.85, -   
63,0.17,0.76,1.29,32.47, -   
63,0.12,0.68,0.13,30.03,26024
63,0.12,0.68,0.18,30.03,14519
63,0.17,0.76,0.19,32.47,11234
63,0.15,0.8,1.8,28.54,7
63,0.19,0.56,0.94,30.37,10416
63,0.28,0.3,0.62,27.23,7363
63,0.28,0.3,0.78,27.23,6132
63,0.18,0.46,0.34,29.41,11116
63,0.28,0.3,0.74,27.23,7438
63,0.28,0.3,0.35,27.23,16629
63,0.28,0.3,0.28,27.23,7644
63,0.17,0.72,0.51,28.3,5850
63,0.28,0.3,0.37,27.23,7986
63,0.17,0.51,1.04,29.86,2287
63,0.17,0.72,0.43,28.3,7719
63,0.17,0.72,0.53,28.3,6759
63,0.17,0.72,0.57,28.3,7462
63,0.17,0.72,0.62,28.3,2737
63,0.17,0.72,0.58,28.3,5893
63,0.17,0.72,0.45,28.3,7118
63,0.17,0.72,0.39,28.3,10566
63,0.16,0.54,0.62,30.08,2563
63,0.17,0.72,0.41,28.3,9044
63,0.17,0.72,0.38,28.3,5610
63,0.17,0.72,0.45,28.3,5060
63,0.16,0.54,0.53,30.08,7163
63,0.17,0.72,0.59,28.3,9501
63,0.17,0.72,0.36,28.3,9540
63,0.17,0.72,0.45,28.3,3848
63,0.17,0.72,0.39,28.3,3968
63,0.17,0.72,0.31,28.3,9406
63,0.17,0.72,0.69,28.3,3874
63,0.17,0.72,0.58,28.3,10705
62.5,0.28,0.3,2.47,27.23,1926
63,0.28,0.3,0.94,27.23,6676
63,0.28,0.3,0.55,27.23,11750
63,0.18,0.46,0.77,29.41,6714
63,0.2,0.55,2.68,29.63,365
63,0.16,0.54,0.58,30.08,9588
63,0.16,0.54,1.33,30.08,7486
63,0.16,0.54,1.11,30.08,7573
63,0.25,0.3,0.31,27.42,15876
63,0.25,0.3,0.37,27.42,11398
63,0.22,0.33,0.96,27.75,3420
63,0.23,0.38,0.38,28.87,1691
63,0.23,0.38,0.49,28.87,9054
62.5,0.28,0.3,0.58,27.23,5889
63,0.18,0.46,0.33,29.41,14381
62,0.25,0.27,0.79,27.79,1407
62,0.25,0.27,0.66,27.79,325
63,0.23,0.25,0.3,28.07,3435
63,0.17,0.72,0.28,28.3,4284
63,0.16,0.54,0.86,30.08,7143
63,0.23,0.23,0.73,27.62,8752
63,0.23,0.23,0.58,27.62,9104
63,0.18,0.46,0.65,29.41,8401
63,0.18,0.46,0.52,29.41,11534
63,0.33,0.21,0.99,26.41,7339
63,0.25,0.3,0.75,27.42,7556
63,0.25,0.3,0.32,27.42,10098
63,0.25,0.3,0.34,27.42,10611
63,0.25,0.3,0.39,27.42,8280
63,0.25,0.3,0.51,27.42,8306
63,0.25,0.3,0.59,27.42,11543
63,0.17,0.72,0.49,28.3,11318
63,0.17,0.72,0.41,28.3,10437
63,0.17,0.72,0.25,28.3,11410
63,0.17,0.72,0.28,28.3,9640
63,0.17,0.72,0.38,28.3,9699
63,0.28,0.3,0.5,27.23,7429
63,0.16,0.54,0.26,30.08,6925
58,0.25,0.3,0.59,27.42,4384
63,0.18,0.46,0.42,29.41,2464
63,0.22,0.56,0.48,29.33,2813
61.13,0.25,0.3,1.85,27.42,1074
63,0.23,0.24,0.88,28.31,5398
63,0.24,0.26,1.1,28.01,6042
63,0.22,0.56,0.19,29.33,8481
63,0.22,0.56,0.76,29.33,6412
63,0.35,0.17,0.56,26.07,3528
62,0.28,0.3,0.35,27.23,1550
63,0.24,0.26,1.84,27.95,837
63,0.23,0.26,1.26,28.8,2257
63,0.23,0.23,0.22,27.62,7792
63,0.25,0.3,0.67,27.42,1951
63,0.24,0.22,0.8,28.68,4931
63,0.21,0.34,0.66,29.04,6764
63,0.28,0.3,1.06,27.23,2631
63,0.28,0.3,0.67,27.23,6438
63,0.18,0.46,0.77,29.41,4722
63,0.18,0.46,0.97,29.41,2253
63,0.18,0.46,0.73,29.41,7508
63,0.22,0.56,0.55,29.33,2947
63,0.22,0.56,0.99,29.33,4371
63,0.22,0.56,0.42,29.33,13700
63,0.28,0.3,0.37,27.23,7464
63,0.28,0.3,0.28,27.23,12662
63,0.18,0.46,0.83,29.41,2755
63,0.18,0.46,0.32,29.41,11209
63,0.18,0.46,0.41,29.41,5072
63,0.18,0.46,1.42,29.41,1346
63,0.17,0.5,2.24,29.71,459
63,0.22,0.56,1.06,29.33,6916
63,0.2,0.71,0.78,30.25,5898
63,0.22,0.56,1.12,29.33,1923
63,0.2,0.71,0.51,30.25,11557
63,0.2,0.71,0.88,30.25,2607
63,0.25,0.3,0.22,27.42,14271
63,0.25,0.3,0.65,27.42,4572
63,0.25,0.3,0.28,27.42,14542
63,0.17,0.72,0.35,28.3,9242
63,0.17,0.72,0.32,28.3,8950
63,0.23,0.23,0.33,27.62,1901
63,0.19,0.6,0.47,28.13,1377
63,0.22,0.45,1.97,29.49,2070
62,0.23,0.25,0.71,28.07,866
63,0.21,0.61,1.36,29.63,565
63,0.22,0.56,0.07,29.33,27149
63,0.18,0.46,0.48,29.41,2493
63,0.2,0.38,0.57,29.16,2170
63,0.23,0.23,0.13,27.62,1293
63,0.29,0.13,0.81,26.68,1022
63,0.23,0.23,0.64,27.62,4355
63,0.35,0.17,0.88,26.07,669
58,0.29,0.13,0.72,26.68,7841
58,0.29,0.13,1.12,26.68,4593
58,0.25,0.3,0.42,27.42,831
62,0.32,0.17,0.85,26.89,4992
48,0.2,0.47,1.29,29.29,5232
59.2,0.2,0.47,0.81,29.29,965
48,0.2,0.47,0.8,29.29,764
46.67,0.29,0.25,2.54,27.82,936
62,0.25,0.21,1.52,28.64,2832
62,0.24,0.22,1.52,28.68,3613
62,0.24,0.22,1.8,28.68,3431
62,0.24,0.22,0.65,28.68,2637
62.11,0.24,0.22,1.78,28.68,1657
58,0.25,0.28,1.29,27.29,4410
58,0.25,0.3,0.43,27.42,571
44,0.29,0.15,1.46,28.28,1176
44,0.27,0.15,1.95,28.12,1132
62,0.24,0.25,1.95,28.78,1910
62,0.27,0.14,2.63,28.66,585
62,0.24,0.22,1.57,28.67,1974
58,0.23,0.23,0.78,27.62,6107
63,0.23,0.23,0.19,27.62,3443
62.57,0.19,0.57,2.97,29.56,3650
56,0.27,0.14,0.57,28.66,13396
56,0.27,0.14,0.14,28.66,11719
56,0.27,0.14,0.39,28.66,4055
62,0.28,0.3,0.77,27.23,4364
63,0.2,0.41,2.31,29.2,3587
63,0.2,0.57,1.44,29.44,3361
63,0.2,0.57,1.5,29.44,2137
63,0.22,0.28,0.88,28.86,2394
63,0.2,0.51,1.44,29.37,2942
57.88,0.2,0.57,4.06,29.34,1676
60,0.25,0.22,2.16,28,2986
60,0.23,0.25,0.62,28.07,3813
62,0.24,0.22,0.69,28.68,3706
62,0.23,0.25,0.79,28.07,3350
62,0.24,0.24,1.94,28.07,4010
62.38,0.23,0.25,1.59,28.07,4344
62.4,0.22,0.56,1.28,29.33,7289
62.5,0.2,0.47,1,29.29,7363
62,0.22,0.56,0.6,29.33,3027
62,0.2,0.47,0.44,29.29, -   
61.1,0.21,0.54,6.19,29.21, -   
63,0.24,0.22,1.44,28.68,3393
63,0.24,0.22,0.14,28.68,1808
42,0.23,0.23,0.73,27.62,8361
42,0.24,0.23,0.84,27.21,10209
42,0.23,0.23,0.33,27.62,3333
28,0.3,0.14,0.47,28.06,7640
21.67,0.29,0.15,4.45,28.03,1310
62,0.21,0.56,2.5,29.37,2189
62,0.26,0.18,3.49,28.32,1357
61.29,0.25,0.21,1.78,28.64,1823
61.25,0.23,0.25,1.71,28.07,2200
55,0.26,0.16,0.39,28.07,7629
63,0.31,0.12,0.52,30.75,10049
63,0.31,0.12,0.37,30.75,9781
63,0.3,0.11,0.56,30.08,9682
63,0.29,0.11,0.97,29.41,9944
62.8,0.29,0.11,1.13,29.41,8438
63,0.31,0.12,0.58,30.75,5189
63,0.29,0.12,0.76,31.05,5919
63,0.31,0.12,0.67,30.75,6390
62,0.29,0.11,0.38,29.41,9165
62,0.29,0.11,0.52,29.41,5608
62,0.31,0.12,1.03,30.48,2465
63,0.29,0.11,0.21,29.41,7442
62,0.31,0.12,0.21,30.75,2228
63,0.29,0.11,0.57,29.41,6767
63,0.25,0.31,1.78,31.29,1590
63,0.31,0.12,0.05,30.75,21411
63,0.31,0.12,0.19,30.75,9720
63,0.31,0.12,2.35,30.75,4102
63,0.31,0.12,0.28,30.75,18510
63,0.31,0.12,0.39,30.75,20852
63,0.31,0.12,0.07,30.75,19189
63,0.26,0.12,0.39,31.36,8567
63,0.26,0.12,0.44,31.36,16326
63,0.2,0.5,0.53,32.1,7371
63,0.2,0.5,0.68,32.1,7160
63,0.17,0.62,0.5,31.37,6271
63,0.2,0.5,0.61,32.1,5270
63,0.2,0.5,0.78,32.1,3996
63,0.25,0.16,1.83,31.44,525
63,0.2,0.5,1.34,32.1,364
63,0.17,0.59,0.87,31.55,2036
63,0.17,0.62,0.72,31.37,6511
63,0.17,0.62,0.47,31.37,9160
63,0.19,0.55,0.31,31.31,15802
63,0.19,0.55,0.2,31.31,11067
63,0.19,0.55,0.21,31.31,19079
