ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,CVEGEO,luces,ndvi,zurbana,Datos,AREA,DENSIDAD,POBTOT,TOTHOG,VIVTOT,TVIVHAB,TEMPERATURA
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1510,1.51E+12,63,0.134327122,0.817911067,1,0.391008491,15096.85887,5903,1625,1943,1682,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1525,1.51E+12,63,0.156617038,0.650208384,1,0.256650718,23658.61293,6072,1565,1682,1570,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,153A,150570001153A,63,0.134327122,0.817911067,1,0.638803612,1379.140606,881,226,260,234,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1544,1.51E+12,63,0.134327122,0.817911067,1,0.661892286,2974.804271,1969,556,638,558,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1559,1.51E+12,63,0.134327122,0.817911067,1,0.62277481,9814.141329,6112,1577,1759,1626,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1578,1.51E+12,63,0.156617038,0.650208384,1,0.234322948,29997.06204,7029,1818,1957,1848,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1597,1.51E+12,63,0.222788142,0.616567727,1,0.232271811,32793.47576,7617,1875,1989,1882,27.7624
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1614,1.51E+12,63,0.156617038,0.650208384,1,0.233472989,12922.26572,3017,749,796,753,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1629,1.51E+12,63,0.222788142,0.616567727,1,0.268011085,18405.9551,4933,1256,1345,1260,27.7624
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1648,1.51E+12,62,0.156617038,0.650208384,1,0.155075207,26857.93608,4165,1015,1105,1030,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1667,1.51E+12,62,0.156617038,0.650208384,1,0.23860251,2384.71926,569,129,139,129,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1690,1.51E+12,62,0.156617038,0.650208384,1,0.208261327,24185.95944,5037,1211,1273,1229,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1718,1.51E+12,62,0.156617038,0.650208384,1,0.25139471,24698.21265,6209,1526,1602,1533,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,178A,150570001178A,63,0.156617038,0.650208384,1,0.133364129,23627.04298,3151,788,832,801,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1807,1.51E+12,63,0.156617038,0.650208384,1,0.188356734,19048.96059,3588,884,913,892,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1826,1.51E+12,63,0.334207111,0.110224024,1,0.219432899,22439.66161,4924,1263,1398,1266,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1864,1.51E+12,63,0.156617038,0.650208384,1,0.182325514,30823.99092,5620,1334,1439,1335,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1879,1.51E+12,63,0.288959245,0.582927069,1,0.204427659,30670.99649,6270,1502,1597,1506,26.568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1898,1.51E+12,63,0.156617038,0.650208384,1,0.147124137,29505.69556,4341,1057,1129,1091,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1915,1.51E+12,62.33333333,0.156617038,0.650208384,1,0.354102159,19110.30429,6767,1743,1809,1752,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,192A,150570001192A,63,0.156617038,0.650208384,1,0.323427801,32523.48738,10519,2734,3084,2756,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1949,1.51E+12,63,0.156617038,0.650208384,1,0.187983712,25433.05459,4781,1321,1367,1329,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1953,1.51E+12,62,0.201594993,0.795276883,1,0.318925608,12137.62676,3871,897,975,911,27.906
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1972,1.51E+12,62,0.201594993,0.795276883,1,0.307935424,13262.52092,4084,1050,1141,1070,27.906
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,1987,1.51E+12,63,0.134327122,0.817911067,1,0.203230751,23032.93169,4681,1213,1337,1258,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2006,1.51E+12,62,0.252201659,0.331898872,1,0.763033358,5444.060809,4154,1272,1556,1370,28.4396
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2010,1.51E+12,62,0.201594993,0.795276883,1,0.583370165,11899.82008,6942,1707,1935,1779,27.906
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2025,1.51E+12,62,0.156617038,0.650208384,1,0.169885347,29372.75104,4990,1257,1367,1269,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2044,1.51E+12,62,0.156617038,0.650208384,1,0.178912597,26873.45707,4808,1171,1233,1175,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2059,1.51E+12,62,0.156617038,0.650208384,1,0.288018578,8377.931794,2413,541,587,548,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2063,1.51E+12,62,0.156617038,0.650208384,1,0.107981188,26699.09514,2883,668,715,685,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2078,1.51E+12,62,0.334207111,0.110224024,1,0.250380193,14929.29596,3738,906,996,929,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,210A,150570001210A,63,0.156617038,0.650208384,1,0.14345604,22933.85488,3290,785,909,785,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2114,1.51E+12,62,0.201594993,0.795276883,1,0.201403622,28405.64612,5721,1414,1552,1444,27.906
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2133,1.51E+12,62,0.201594993,0.795276883,1,0.35513829,8914.837093,3166,815,910,828,27.906
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2148,1.51E+12,63,0.156617038,0.650208384,1,0.222658108,27535.48953,6131,1489,1567,1493,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2152,1.51E+12,63,0.156617038,0.650208384,1,0.178718155,28279.16384,5054,1248,1319,1252,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2171,1.51E+12,63,0.156617038,0.650208384,1,0.15540144,20656.17929,3210,798,889,798,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2190,1.51E+12,63,0.134327122,0.817911067,1,0.335127089,16208.77626,5432,1452,1517,1456,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2218,1.51E+12,63,0.134327122,0.817911067,1,0.186736401,36420.32273,6801,1819,2048,1825,30.1848
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2256,1.51E+12,63,0.334207111,0.110224024,1,0.237969749,21527.94638,5123,1331,1463,1337,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2275,1.51E+12,63,0.288959245,0.582927069,1,0.374450332,4807.046074,1800,538,593,549,26.568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2294,1.51E+12,63,0.334207111,0.110224024,1,0.176620958,20767.63735,3668,836,921,837,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2307,1.51E+12,63,0.334207111,0.110224024,1,0.157827431,21783.28556,3438,877,964,879,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2311,1.51E+12,63,0.35674647,0.110224024,1,0.4115506,10377.82473,4271,1038,1172,1044,25.7241
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2330,1.51E+12,63,0.156617038,0.650208384,1,0.414478076,13814.96473,5726,1478,1616,1480,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2345,1.51E+12,63,0.288959245,0.582927069,1,0.616631683,6254.949439,3857,1041,1213,1056,26.568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,235A,150570001235A,63,0.288959245,0.582927069,1,0.211168053,22115.08769,4670,1277,1400,1293,26.568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2383,1.51E+12,63,0.156617038,0.650208384,1,0.194389104,25063.13316,4872,1238,1306,1239,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2400,1.51E+12,62,0.201594993,0.795276883,1,0.2670058,8640.26174,2307,596,617,598,27.906
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2415,1.51E+12,63,0.288959245,0.582927069,1,0.253791622,25083.57033,6366,1519,1584,1523,26.568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2434,1.51E+12,63,0.334207111,0.110224024,1,0.319514218,3499.061821,1118,260,281,260,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2504,1.51E+12,63,0.149621202,0.802862002,1,5.157287475,673.0282182,3471,460,473,461,29.69015696
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2519,1.51E+12,62,0.277504992,0.100209867,1,0.232100535,0,0,0,0,0,28.7064
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2538,1.51E+12,62,0.277504992,0.100209867,1,0.117632868,15284.84368,1798,549,632,574,28.7064
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2542,1.51E+12,62,0.277504992,0.100209867,1,0.261741288,7385.155071,1933,656,803,712,28.7064
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2557,1.51E+12,63,0.156617038,0.650208384,1,0.083771379,31991.83342,2680,634,681,640,28.9568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2608,1.51E+12,63,0.288959245,0.582927069,1,0.399891438,982.7667287,393,112,166,112,26.568
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2612,1.51E+12,62,0.277504992,0.100209867,1,0.246501789,462.4712892,114,36,47,42,28.7064
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2665,1.51E+12,62,0.334207111,0.110224024,1,0.340233024,13091.02786,4454,1048,1186,1057,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,267A,150570001267A,62,0.334207111,0.110224024,1,0.260021039,19256.13415,5007,1157,1278,1190,26.6032
15,México,57,Naucalpan de Juárez,1,Total AGEB urbana,2701,1.51E+12,62,0.277504992,0.100209867,1,0.440698767,785.1167877,346,76,183,95,28.7064
15,México,57,Naucalpan de Juárez,98,Total AGEB urbana,2627,1.51E+12,44,0.403979617,0.132495375,1,1.318776381,2929.98878,3864,861,929,861,21.026
15,México,57,Naucalpan de Juárez,267,Total AGEB urbana,2699,1.51E+12,62.2,0.334207111,0.110224024,1,1.169875196,3717.490561,4349,965,1181,977,26.6032
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,30,1.51E+12,63,0.100543523,0.727699957,1,0.257527151,20867.70259,5374,1435,1674,1471,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,79,1.51E+12,60,0.100543523,0.727699957,1,0.233938329,15970.02088,3736,1066,1234,1066,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,115,1.51E+12,63,0.100543523,0.727699957,1,0.270022759,17405.94024,4700,1246,1322,1257,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,012A,150580001012A,63,0.100543523,0.727699957,1,0.23027037,17331.80002,3991,997,1074,1013,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,134,1.51E+12,63,0.100543523,0.727699957,1,0.310611833,22178.80735,6889,1869,1970,1884,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,149,1.51E+12,63,0.100543523,0.727699957,1,0.392171582,17125.15723,6716,1714,1962,1781,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,168,1.51E+12,60,0.100543523,0.727699957,1,0.291296992,27652.19076,8055,2080,2305,2126,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,172,1.51E+12,63,0.100543523,0.727699957,1,0.131030777,26085.47446,3418,841,920,867,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,191,1.51E+12,63,0.100543523,0.727699957,1,0.383860401,23029.20534,8840,2318,2491,2358,33.1398
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,204,1.51E+12,63,0.11020015,0.735595088,1,0.338210278,15079.37614,5100,1245,1338,1260,32.0108
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,219,1.51E+12,63,0.11020015,0.735595088,1,0.417867437,11450.99995,4785,1261,1536,1331,32.0108
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,223,1.51E+12,63,0.11020015,0.735595088,1,0.328265121,12322.35696,4045,1072,1243,1128,32.0108
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,238,1.51E+12,63,0.11020015,0.735595088,1,0.235879401,22642.92676,5341,1444,1541,1473,32.0108
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,280,1.51E+12,63,0.080053316,0.60814665,1,0.242683519,20817.23566,5052,1249,1301,1271,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,295,1.51E+12,63,0.080053316,0.60814665,1,0.229064672,24416.68529,5593,1336,1434,1358,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,308,1.51E+12,63,0.080053316,0.60814665,1,0.225140253,22332.74567,5028,1249,1308,1265,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,312,1.51E+12,63,0.080053316,0.60814665,1,0.229295184,24588.39262,5638,1551,1586,1554,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,327,1.51E+12,63,0.080053316,0.60814665,1,0.31244456,21242.16854,6637,1777,1813,1781,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,331,1.51E+12,63,0.080053316,0.60814665,1,0.285301701,25113.76545,7165,1806,1911,1818,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,350,1.51E+12,63,0.080053316,0.60814665,1,0.310813084,18097.69373,5625,1367,1450,1385,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,384,1.51E+12,63,0.080053316,0.60814665,1,0.260340804,22935.32131,5971,1497,1621,1560,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,399,1.51E+12,63,0.080053316,0.60814665,1,0.282691613,18603.31103,5259,1356,1451,1396,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,401,1.51E+12,63,0.080053316,0.60814665,1,0.332893876,18309.13824,6095,1535,1597,1552,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,420,1.51E+12,63,0.080053316,0.60814665,1,0.252162328,16560.76084,4176,1012,1062,1027,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,044A,150580001044A,63,0.167951259,0.586807197,1,0.361483512,22684.2988,8200,2071,2174,2093,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,454,1.51E+12,63,0.167951259,0.586807197,1,0.478783762,19196.55747,9191,2415,2564,2426,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,473,1.51E+12,63,0.167951259,0.586807197,1,0.505527902,20131.43085,10177,2605,2774,2618,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,492,1.51E+12,63,0.084394048,0.612487503,1,0.322714318,19301.90154,6229,1561,1635,1569,32.412
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,051A,150580001051A,63,0.167951259,0.586807197,1,0.364618512,22519.42707,8211,2062,2213,2092,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,524,1.51E+12,63,0.167951259,0.586807197,1,0.464018908,21298.70105,9883,2550,2752,2568,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,539,1.51E+12,63,0.167951259,0.586807197,1,0.35016183,23754.7308,8318,2120,2282,2148,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,543,1.51E+12,63,0.084394048,0.612487503,1,0.298885847,24132.95936,7213,1884,1954,1905,32.412
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,558,1.51E+12,63,0.080053316,0.60814665,1,0.208261479,26149.81914,5446,1354,1459,1380,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,577,1.51E+12,63,0.167951259,0.586807197,1,0.26689254,22803.1851,6086,1594,1670,1594,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,581,1.51E+12,63,0.167951259,0.586807197,1,0.266726562,23555.95916,6283,1664,1722,1664,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,596,1.51E+12,63,0.167951259,0.586807197,1,0.3203059,23430.72667,7505,1863,2043,1884,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,609,1.51E+12,63,0.167951259,0.586807197,1,0.278479845,26152.70058,7283,1779,1898,1796,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,613,1.51E+12,63,0.167951259,0.586807197,1,0.333641155,26537.49358,8854,2250,2349,2258,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,628,1.51E+12,63,0.167951259,0.586807197,1,0.438932322,21579.63658,9472,2317,2427,2332,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,632,1.51E+12,63,0.167951259,0.586807197,1,0.334643554,27318.61976,9142,2298,2454,2342,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,651,1.51E+12,63,0.086217746,0.623577737,1,0.234908881,27057.29975,6356,1614,1681,1635,32.3623
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,666,1.51E+12,63,0.080053316,0.60814665,1,0.28901611,23206.31887,6707,1711,1819,1746,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,069A,150580001069A,63,0.080053316,0.60814665,1,0.288562305,27935.04163,8061,2044,2201,2082,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,702,1.51E+12,63,0.080053316,0.60814665,1,0.350301441,26879.70673,9416,2440,2599,2483,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,717,1.51E+12,63,0.080053316,0.60814665,1,0.345460196,28324.53669,9785,2411,2627,2471,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,721,1.51E+12,63,0.080053316,0.60814665,1,0.346298649,23820.4799,8249,2026,2222,2079,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,736,1.51E+12,63,0.167951259,0.586807197,1,0.313744338,25613.21122,8036,2034,2272,2083,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,740,1.51E+12,63,0.080053316,0.60814665,1,0.322362812,21450.98545,6915,1700,1832,1738,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,755,1.51E+12,63,0.167951259,0.586807197,1,0.298983408,27610.22779,8255,2053,2211,2092,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,076A,150580001076A,63,0.167951259,0.586807197,1,0.40963229,27158.50355,11125,2734,2897,2757,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,774,1.51E+12,63,0.167951259,0.586807197,1,0.337222634,22590.41725,7618,1854,1972,1898,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,789,1.51E+12,63,0.075967475,0.61110766,1,0.312928958,23478.17231,7347,1808,1963,1852,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,793,1.51E+12,63,0.088041445,0.634667971,1,0.242260492,25530.37003,6185,1512,1614,1539,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,806,1.51E+12,63,0.088041445,0.634667971,1,0.289292745,26329.73046,7617,1897,2015,1914,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,810,1.51E+12,63,0.088041445,0.634667971,1,0.292549978,26392.07174,7721,1970,2064,1974,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,825,1.51E+12,63,0.088041445,0.634667971,1,0.228158507,34011.4428,7760,1991,2056,1991,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,083A,150580001083A,63,0.075967475,0.61110766,1,0.356746513,28717.87002,10245,2545,2664,2572,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,844,1.51E+12,63,0.075967475,0.61110766,1,0.360082738,23122.46359,8326,2041,2127,2057,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,863,1.51E+12,63,0.088041445,0.634667971,1,0.252575785,28031.1907,7080,1752,1822,1769,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,878,1.51E+12,63,0.080053316,0.60814665,1,0.175282906,25513.04122,4472,1092,1230,1130,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,897,1.51E+12,63,0.080053316,0.60814665,1,0.312462361,23215.59623,7254,1831,1966,1874,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,090A,150580001090A,63,0.080053316,0.60814665,1,0.355011763,22475.31159,7979,1968,2215,2010,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,914,1.51E+12,63,0.080053316,0.60814665,1,0.260568186,22454.77501,5851,1473,1590,1514,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,948,1.51E+12,63,0.167951259,0.586807197,1,0.306284147,22106.9228,6771,1673,1777,1699,33.5346
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,952,1.51E+12,63,0.075967475,0.61110766,1,0.271014278,25924.83338,7026,1746,1862,1779,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,967,1.51E+12,63,0.121959367,0.598957429,1,0.315021942,21855.62045,6885,1755,1846,1783,33.6903
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,971,1.51E+12,63,0.075967475,0.61110766,1,0.353383741,24367.27841,8611,2191,2327,2207,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,986,1.51E+12,63,0.075967475,0.61110766,1,0.342388156,23473.35872,8037,2014,2149,2050,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,990,1.51E+12,63,0.075967475,0.61110766,1,0.290530751,23037.14832,6693,1642,1733,1676,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1005,1.51E+12,63,0.075967475,0.61110766,1,0.270667832,16976.52792,4595,1124,1196,1128,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,101A,150580001101A,63,0.075967475,0.61110766,1,0.256168138,16102.70518,4125,1050,1137,1052,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1024,1.51E+12,63,0.075967475,0.61110766,1,0.226265912,23693.36124,5361,1394,1495,1397,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1039,1.51E+12,63,0.075967475,0.61110766,1,0.190208922,24562.4651,4672,1179,1277,1191,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1062,1.51E+12,63,0.088041445,0.634667971,1,0.247210033,21071.15124,5209,1252,1340,1262,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1077,1.51E+12,63,0.088041445,0.634667971,1,0.219514175,27096.20004,5948,1528,1634,1544,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1081,1.51E+12,63,0.088041445,0.634667971,1,0.206156046,22390.80585,4616,1179,1264,1193,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1109,1.51E+12,63,0.088041445,0.634667971,1,0.230946869,22914.36133,5292,1384,1521,1391,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1151,1.51E+12,63,0.075967475,0.61110766,1,0.383388021,24870.36496,9535,2329,2471,2360,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1166,1.51E+12,63,0.080053316,0.60814665,1,0.291561896,28717.74436,8373,2254,2428,2272,33.7826
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,119A,150580001119A,63,0.101383005,0.692832705,1,0.232405458,23024.41622,5351,1364,1521,1392,33.7102
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1217,1.51E+12,63,0.122712693,0.77751876,1,0.255528581,24897.41056,6362,1628,1799,1713,33.6378
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1221,1.51E+12,63,0.122712693,0.77751876,1,0.283385788,24990.66749,7082,1875,1987,1886,33.6378
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1236,1.51E+12,63,0.122712693,0.77751876,1,0.304855844,25779.39759,7859,2043,2161,2059,33.6378
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1240,1.51E+12,63,0.122712693,0.77751876,1,0.348842318,22299.47344,7779,2078,2269,2094,33.6378
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1255,1.51E+12,63,0.075967475,0.61110766,1,0.416093198,22331.53544,9292,2404,2552,2433,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,126A,150580001126A,63,0.075967475,0.61110766,1,0.303310581,24265.5564,7360,1945,2070,1962,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1274,1.51E+12,63,0.075967475,0.61110766,1,0.332993655,24988.46415,8321,2232,2367,2250,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1289,1.51E+12,63,0.075967475,0.61110766,1,0.371025585,22181.75872,8230,1993,2117,2015,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1293,1.51E+12,63,0.075967475,0.61110766,1,0.297071453,18907.90897,5617,1450,1508,1461,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1306,1.51E+12,63,0.075967475,0.61110766,1,0.331200561,20615.90712,6828,1805,1907,1813,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1310,1.51E+12,63,0.075967475,0.61110766,1,0.270233098,17658.82873,4772,1229,1298,1235,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1325,1.51E+12,63,0.075967475,0.61110766,1,0.185602203,23000.80455,4269,1113,1195,1116,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,133A,150580001133A,63,0.075967475,0.61110766,1,0.360516266,25679.83991,9258,2471,2611,2471,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1344,1.51E+12,63,0.075967475,0.61110766,1,0.314442528,26020.65326,8182,2023,2121,2041,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1359,1.51E+12,63,0.075967475,0.61110766,1,0.302477897,20467.61124,6191,1540,1612,1557,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1363,1.51E+12,63,0.075967475,0.61110766,1,0.222621959,26870.66465,5982,1540,1682,1546,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1378,1.51E+12,63,0.075967475,0.61110766,1,0.346087297,22543.44519,7802,1996,2111,1998,33.846
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1397,1.51E+12,63,0.088041445,0.634667971,1,0.305884759,21835.02056,6679,1702,1821,1720,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1414,1.51E+12,63,0.088041445,0.634667971,1,0.314777183,19985.56546,6291,1641,1814,1658,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1429,1.51E+12,63,0.088041445,0.634667971,1,0.26261116,23015.01581,6044,1462,1609,1484,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1433,1.51E+12,63,0.088041445,0.634667971,1,0.239778699,26858.09885,6440,1595,1707,1619,32.3126
15,México,58,Nezahualcóyotl,1,Total AGEB urbana,1452,1.51E+12,63,0.080053316,0.60814665,1,0.272431954,24050.0422,6552,1675,1849,1692,33.7826
