ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,CVEGEO,luces,ndvi,zurbana,Datos,AREA,DENSIDAD,POBTOT,TOTHOG,VIVTOT,TVIVHAB,TEMPERATURA
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4509,1.50E+12,63,0.197333588,0.587484616,1,0.634844442,9221.156579,5854,1532,1699,1534,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4513,1.50E+12,63,0.197333588,0.587484616,1,0.322762902,10366.74282,3346,815,904,819,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4528,1.50E+12,63,0.197333588,0.587484616,1,0.614408835,6586.819344,4047,999,1129,1001,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4532,1.50E+12,63,0.174062928,0.700106241,1,0.376950171,9258.518141,3490,828,920,836,30.7102
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4547,1.50E+12,63,0.150792268,0.812727866,1,0.5406031,7935.58157,4290,1041,1142,1051,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4551,1.50E+12,63,0.181819815,0.662565699,1,0.768605884,5733.757822,4407,1066,1212,1075,30.90526667
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4566,1.50E+12,63,0.197333588,0.587484616,1,0.412410106,13193.17814,5441,1310,1446,1316,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4570,1.50E+12,63,0.198929758,0.610167209,1,0.52605765,8037.141935,4228,1099,1250,1101,31.96153333
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4585,1.50E+12,63,0.199727843,0.621508506,1,0.30029188,5934.226389,1782,423,501,423,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4602,1.50E+12,63,0.150792268,0.812727866,1,0.330217966,13209.45694,4362,1145,1523,1147,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4617,1.50E+12,63,0.122197488,0.745744041,1,0.310086379,10471.27582,3247,837,1106,838,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4621,1.50E+12,63,0.18271927,0.59098744,1,0.390735457,20474.21049,8000,2124,2828,2135,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,466A,150330001466A,63,0.122197488,0.745744041,1,0.262906544,22255.05651,5851,1519,1851,1540,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4674,1.50E+12,63,0.150792268,0.812727866,1,0.418155282,10321.52453,4316,1078,1445,1093,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4689,1.50E+12,63,0.122197488,0.745744041,1,0.220785665,19498.54856,4305,1101,1503,1113,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4725,1.50E+12,62,0.122197488,0.745744041,1,0.313501192,11853.22445,3716,890,1198,920,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4744,1.50E+12,62,0.122197488,0.745744041,1,0.171640744,10690.93476,1835,430,534,440,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4759,1.50E+12,62,0.082452264,0.750770815,1,0.765345261,5249.918181,4018,951,1062,954,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4782,1.50E+12,63,0.105103399,0.757954757,1,0.21433,17146.4564,3675,929,981,930,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4797,1.50E+12,63,0.189891733,0.556162863,1,0.341731698,12837.55657,4387,1097,1335,1172,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,480A,150330001480A,63,0.105103399,0.757954757,1,0.496496005,10636.54077,5281,1370,1553,1384,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4814,1.50E+12,62,0.18271927,0.59098744,1,0.206272283,16046.75115,3310,822,1079,836,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4829,1.50E+12,62,0.18271927,0.59098744,1,0.285959686,11361.7414,3249,716,823,731,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4886,1.50E+12,62,0.082452264,0.750770815,1,0.552073262,624.9170609,345,93,102,94,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4890,1.50E+12,62,0.122197488,0.745744041,1,0.328387798,9159.901866,3008,822,1180,851,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4903,1.50E+12,62,0.122197488,0.745744041,1,0.3803258,16220.30375,6169,1789,2742,1809,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4918,1.50E+12,60,0.122197488,0.745744041,1,0.312997306,18262.13799,5716,1588,2317,1637,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4922,1.50E+12,60,0.122197488,0.745744041,1,0.361934104,14245.68712,5156,1525,2653,1541,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4937,1.50E+12,60,0.122197488,0.745744041,1,0.292769082,20377.83484,5966,1698,2436,1717,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4941,1.50E+12,62,0.127942936,0.68582277,1,1.599815362,1738.950673,2782,789,1412,800,32.3125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4994,1.50E+12,63,0.377003283,0.200740052,1,0.089164638,1727.142101,154,32,36,32,26.714
15,México,35,Huehuetoca,1,Total AGEB urbana,55,1.50E+12,55,0.210741951,0.416475691,1,0.701054996,2798.63921,1962,463,577,482,30.4164
15,México,35,Huehuetoca,1,Total AGEB urbana,178,1.50E+12,55,0.210741951,0.416475691,1,0.247814271,10822.62126,2682,674,1175,688,30.4164
15,México,35,Huehuetoca,1,Total AGEB urbana,182,1.50E+12,55,0.210741951,0.416475691,1,0.795720765,6064.941641,4826,1208,1839,1222,30.4164
15,México,35,Huehuetoca,6,Total AGEB urbana,426,1.50E+12,62,0.252039154,0.413196135,1,0.755183184,3924.875532,2964,821,3905,829,30.2242
15,México,35,Huehuetoca,8,Total AGEB urbana,197,1.50E+12,55,0.234977808,0.474114604,1,1.782741469,2068.723964,3688,840,1093,858,30.4494
15,México,35,Huehuetoca,8,Total AGEB urbana,020A,150350008020A,55,0.234977808,0.474114604,1,0.700253821,3631.540343,2543,579,676,583,30.4494
15,México,35,Huehuetoca,9,Total AGEB urbana,233,1.50E+12,55,0.210741951,0.416475691,1,0.984304519,2974.689177,2928,661,771,669,30.4164
15,México,35,Huehuetoca,12,Total AGEB urbana,163,1.50E+12,60,0.210741951,0.416475691,1,1.316966912,3164.847926,4168,874,1041,880,30.4164
15,México,35,Huehuetoca,13,Total AGEB urbana,248,1.50E+12,58,0.239849647,0.145274959,1,1.66154969,2169.059416,3604,837,995,839,31.51911429
15,México,35,Huehuetoca,19,Total AGEB urbana,125,1.50E+12,60,0.210741951,0.416475691,1,0.283511572,15106.96711,4283,961,1225,983,30.4164
15,México,35,Huehuetoca,27,Total AGEB urbana,252,1.50E+12,48,0.248532225,0.145274959,1,0.573316407,7425.219208,4257,1078,1937,1115,31.3054
15,México,35,Huehuetoca,27,Total AGEB urbana,267,1.50E+12,48,0.248532225,0.145274959,1,0.509991382,12274.71721,6260,1596,3077,1626,31.3054
15,México,35,Huehuetoca,27,Total AGEB urbana,286,1.50E+12,48,0.248532225,0.145274959,1,0.482107521,11343.94251,5469,1401,3084,1428,31.3054
15,México,35,Huehuetoca,27,Total AGEB urbana,290,1.50E+12,48,0.248532225,0.145274959,1,0.421137325,14415.72533,6071,1579,3442,1604,31.3054
15,México,35,Huehuetoca,27,Total AGEB urbana,303,1.50E+12,60,0.248532225,0.145274959,1,1.138635288,1405.190949,1600,428,991,428,31.3054
15,México,35,Huehuetoca,27,Total AGEB urbana,318,1.50E+12,60,0.248532225,0.145274959,1,0.571698066,9249.637732,5288,1479,3333,1481,31.3054
15,México,35,Huehuetoca,27,Total AGEB urbana,322,1.50E+12,60,0.248636564,0.216706386,1,0.700031374,4512.654883,3159,910,2471,911,31.1468
15,México,35,Huehuetoca,27,Total AGEB urbana,337,1.50E+12,48,0.213061985,0.334973907,1,0.185673204,9042.769568,1679,450,1208,453,30.892
15,México,35,Huehuetoca,27,Total AGEB urbana,341,1.50E+12,48,0.256853957,0.382991357,1,0.094874552,10645.63652,1010,258,586,260,29.6942
15,México,35,Huehuetoca,27,Total AGEB urbana,375,1.50E+12,48,0.248532225,0.145274959,1,0.172640977,5664.935505,978,284,1104,285,31.3054
15,México,35,Huehuetoca,30,Total AGEB urbana,430,1.50E+12,48,0.213061985,0.334973907,1,1.097818328,3293.805458,3616,1061,6081,1062,30.892
15,México,36,Hueypoxtla,1,Total AGEB urbana,86,1.50E+12,28,0.209812037,0.160765965,1,1.28624798,923.6166108,1188,284,344,284,31.04963333
15,México,36,Hueypoxtla,1,Total AGEB urbana,283,1.50E+12,29.2,0.211297581,0.122545746,1,2.108394352,846.141519,1784,425,471,426,31.0852
15,México,36,Hueypoxtla,1,Total AGEB urbana,298,1.50E+12,28,0.211297581,0.122545746,1,0.864555281,1176.327324,1017,239,277,239,31.0852
15,México,36,Hueypoxtla,6,Total AGEB urbana,194,1.50E+12,37,0.213551412,0.351867062,1,2.94491028,1500.894621,4420,1009,1135,1010,32.45223077
15,México,36,Hueypoxtla,7,Total AGEB urbana,032A,150360007032A,18,0.19080538,0.141929444,1,0.386414046,2417.096402,934,200,223,200,32.988
15,México,36,Hueypoxtla,7,Total AGEB urbana,334,1.50E+12,27,0.19080538,0.141929444,1,0.610086327,1698.120337,1036,237,253,237,32.988
15,México,36,Hueypoxtla,7,Total AGEB urbana,349,1.50E+12,18,0.19080538,0.141929444,1,0.459288696,1238.872206,569,127,138,127,32.988
15,México,36,Hueypoxtla,9,Total AGEB urbana,230,1.50E+12,34,0.222448607,0.190282201,1,2.381424659,1535.215479,3656,820,967,820,30.8901
15,México,36,Hueypoxtla,9,Total AGEB urbana,245,1.50E+12,19,0.221877394,0.190282201,1,1.727411754,1890.111024,3265,696,816,697,30.86797143
15,México,36,Hueypoxtla,9,Total AGEB urbana,025A,150360009025A,34,0.210453142,0.190282201,1,0.428971682,1109.630356,476,101,119,101,30.4254
15,México,37,Huixquilucan,1,Total AGEB urbana,384,1.50E+12,58,0.456171977,0.115750178,1,0.747888974,5125.09227,3833,925,1029,942,19.4846
15,México,37,Huixquilucan,1,Total AGEB urbana,399,1.50E+12,58,0.400182927,0.182681622,1,0.746875002,5751.966515,4296,1021,1146,1029,21.0012
15,México,37,Huixquilucan,1,Total AGEB urbana,577,1.50E+12,58,0.420342975,0.182681622,1,1.030728434,943.992586,973,227,263,232,20.897
15,México,37,Huixquilucan,9,Total AGEB urbana,223,1.50E+12,63,0.270754767,0.425069559,1,0.447330245,9639.410811,4312,1055,1624,1373,22.0446
15,México,37,Huixquilucan,9,Total AGEB urbana,238,1.50E+12,63,0.270754767,0.425069559,1,2.336357706,6133.90662,14331,3336,5188,4200,22.0446
15,México,37,Huixquilucan,9,Total AGEB urbana,280,1.50E+12,63,0.270754767,0.425069559,1,0.252673038,17837.28108,4507,1052,1380,1240,22.0446
15,México,37,Huixquilucan,18,Total AGEB urbana,435,1.50E+12,62,0.385868967,0.425069559,1,0.515106748,4006.936445,2064,522,602,531,21.2624
15,México,37,Huixquilucan,18,Total AGEB urbana,044A,150370018044A,62,0.325020298,0.425069559,1,0.46754423,6142.734345,2872,722,839,771,23.4448
15,México,37,Huixquilucan,21,Total AGEB urbana,647,1.50E+12,58,0.475024936,0.115750178,1,1.21041488,2857.69785,3459,797,908,804,19.67815
15,México,37,Huixquilucan,23,Total AGEB urbana,666,1.50E+12,50,0.400182927,0.182681622,1,1.983959874,2204.681685,4374,1045,1185,1047,21.0012
15,México,37,Huixquilucan,25,Total AGEB urbana,261,1.50E+12,61.71428571,0.270754767,0.425069559,1,1.468580304,6818.149454,10013,2321,2657,2449,22.0446
15,México,37,Huixquilucan,26,Total AGEB urbana,327,1.50E+12,61,0.400182927,0.182681622,1,1.203610111,5896.427701,7097,1630,1803,1671,21.0012
15,México,37,Huixquilucan,71,Total AGEB urbana,64,1.50E+12,63,0.288959245,0.582927069,1,0.486383934,18697.16364,9094,2391,2491,2426,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,79,1.50E+12,63,0.288959245,0.582927069,1,0.856525892,5517.63822,4726,1330,1574,1369,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,83,1.50E+12,63,0.288959245,0.582927069,1,0.822322731,2883.296194,2371,633,748,660,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,98,1.50E+12,63,0.298106046,0.548002745,1,1.384836035,3493.554383,4838,1256,1638,1326,26.3322
15,México,37,Huixquilucan,71,Total AGEB urbana,100,1.50E+12,63,0.303594127,0.527048151,1,0.961152171,2751.905557,2645,707,876,747,26.19072
15,México,37,Huixquilucan,71,Total AGEB urbana,115,1.50E+12,63,0.325546449,0.443229773,1,1.090608795,5561.114147,6065,1581,1762,1614,25.6248
15,México,37,Huixquilucan,71,Total AGEB urbana,134,1.50E+12,63,0.325546449,0.443229773,1,0.333252854,16146.89848,5381,1354,1648,1409,25.6248
15,México,37,Huixquilucan,71,Total AGEB urbana,187,1.50E+12,63,0.288959245,0.582927069,1,0.29799989,16362.42217,4876,1369,1626,1425,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,191,1.50E+12,63,0.288959245,0.582927069,1,0.419903528,18066.05444,7586,1856,2164,1965,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,204,1.50E+12,63,0.288959245,0.582927069,1,0.256845274,21830.26342,5607,1265,1420,1342,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,242,1.50E+12,63,0.288959245,0.582927069,1,0.427348691,8789.075713,3756,1117,1345,1158,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,331,1.50E+12,63,0.288959245,0.582927069,1,0.655158139,5316.273723,3483,998,1211,1062,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,346,1.50E+12,63,0.288959245,0.582927069,1,0.569266659,4203.653882,2393,622,720,658,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,350,1.50E+12,63,0.288959245,0.582927069,1,0.591764632,3063.718074,1813,488,549,497,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,365,1.50E+12,63,0.288959245,0.582927069,1,1.023391805,4472.382891,4577,1157,1357,1205,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,037A,150370071037A,63,0.235013148,0.718838052,1,0.552649022,4849.370748,2680,698,849,732,26.9284
15,México,37,Huixquilucan,71,Total AGEB urbana,492,1.50E+12,63,0.270754767,0.425069559,1,0.310701184,21972.88057,6827,1692,1794,1706,22.0446
15,México,37,Huixquilucan,71,Total AGEB urbana,524,1.50E+12,63,0.288959245,0.582927069,1,0.169291944,20036.3935,3392,856,928,858,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,558,1.50E+12,63,0.270754767,0.425069559,1,0.31364823,4855.758307,1523,347,425,382,22.0446
15,México,37,Huixquilucan,71,Total AGEB urbana,670,1.50E+12,63,0.288959245,0.582927069,1,0.945966923,5680.959735,5374,1322,1564,1333,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,685,1.50E+12,63,0.288959245,0.582927069,1,0.596497146,6804.726606,4059,1030,1130,1048,26.568
15,México,37,Huixquilucan,71,Total AGEB urbana,721,1.50E+12,63,0.306931788,0.425069559,1,0.613078485,701.3783886,430,98,178,117,22.97806667
15,México,37,Huixquilucan,71,Total AGEB urbana,740,1.50E+12,63,0.368659172,0.582927069,1,4.320724097,318.6965816,1377,399,934,401,25.04770588
15,México,39,Ixtapaluca,1,Total AGEB urbana,139,1.50E+12,63,0.105497156,0.689219349,1,0.85147042,3547.979974,3021,785,919,785,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,158,1.50E+12,63,0.167100728,0.603211917,1,0.366695397,14698.84828,5390,1266,1371,1267,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,213,1.50E+12,63,0.105497156,0.689219349,1,0.348613794,10458.56494,3646,903,999,928,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,232,1.50E+12,63,0.167100728,0.603211917,1,0.787068227,9623.05393,7574,1873,2088,1900,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,302,1.50E+12,63,0.105497156,0.689219349,1,0.551344809,18050.41028,9952,2551,2748,2580,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,567,1.50E+12,63,0.167100728,0.603211917,1,0.372516773,13843.67196,5157,1282,1369,1286,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,571,1.50E+12,63,0.105497156,0.689219349,1,0.250605425,16085.04687,4031,1068,1453,1075,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,586,1.50E+12,63,0.105497156,0.689219349,1,0.30078363,23528.54111,7077,1886,2436,1890,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,641,1.50E+12,63,0.124605115,0.550597978,1,0.290477636,12551.7408,3646,882,1044,899,31.9548
15,México,39,Ixtapaluca,1,Total AGEB urbana,656,1.50E+12,63,0.27801514,0.232971295,1,1.536490311,56.62255037,87,23,35,23,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,660,1.50E+12,63,0.246768351,0.272025333,1,2.002317662,454.4733422,910,238,375,241,29.7958
15,México,39,Ixtapaluca,1,Total AGEB urbana,675,1.50E+12,63,0.27801514,0.232971295,1,0.144863681,11818.00705,1712,406,461,410,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,694,1.50E+12,63,0.167100728,0.603211917,1,0.835053255,5168.532635,4316,1081,1243,1086,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,745,1.50E+12,63,0.249494757,0.600403353,1,1.968121457,2140.619922,4213,1077,1456,1077,31.4638
15,México,39,Ixtapaluca,1,Total AGEB urbana,075A,150390001075A,63,0.167100728,0.603211917,1,2.060481463,11102.25955,22876,6160,10069,6302,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,868,1.50E+12,63,0.167100728,0.603211917,1,0.105659235,13950.50792,1474,356,385,357,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,872,1.50E+12,63,0.27801514,0.232971295,1,0.313397404,7115.566271,2230,542,667,542,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,891,1.50E+12,63,0.167100728,0.603211917,1,1.143478094,82.20533521,94,31,33,31,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,904,1.50E+12,63,0.124605115,0.550597978,1,0.481316499,4552.098262,2191,479,526,480,31.9548
15,México,39,Ixtapaluca,1,Total AGEB urbana,919,1.50E+12,63,0.187699235,0.602509776,1,0.715342841,5370.851262,3842,1031,1461,1031,31.30795
15,México,39,Ixtapaluca,1,Total AGEB urbana,942,1.50E+12,63,0.249494757,0.600403353,1,0.570898818,10807.5193,6170,1556,1786,1558,31.4638
15,México,39,Ixtapaluca,1,Total AGEB urbana,980,1.50E+12,63,0.105497156,0.689219349,1,0.88247717,4497.566773,3969,1007,1161,1009,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1048,1.50E+12,63,0.105497156,0.689219349,1,0.690169482,8721.046293,6019,1453,1771,1472,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1052,1.50E+12,63,0.105497156,0.689219349,1,0.369964175,11463.27209,4241,1084,1206,1084,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1067,1.50E+12,63,0.167100728,0.603211917,1,0.576657775,8847.535259,5102,1401,2313,1403,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,1086,1.50E+12,63,0.105497156,0.689219349,1,0.37910456,3769.408625,1429,371,405,372,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1118,1.50E+12,63,0.105497156,0.689219349,1,0.264215046,15990.76231,4225,1042,1136,1059,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1122,1.50E+12,63,0.105497156,0.689219349,1,0.254170565,16429.91193,4176,1024,1097,1033,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1137,1.50E+12,63,0.160018126,0.594442927,1,1.479499891,3020.615296,4469,1016,1149,1035,31.37246667
15,México,39,Ixtapaluca,1,Total AGEB urbana,1141,1.50E+12,63,0.124605115,0.550597978,1,0.21828359,17742.9737,3873,949,1041,963,31.9548
15,México,39,Ixtapaluca,1,Total AGEB urbana,1160,1.50E+12,63,0.167100728,0.603211917,1,0.245397729,15256.86489,3744,920,991,921,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,1226,1.50E+12,63,0.142611781,0.608163694,1,0.279310301,17675.68178,4937,1152,1220,1152,31.3208
15,México,39,Ixtapaluca,1,Total AGEB urbana,1230,1.50E+12,63,0.105497156,0.689219349,1,0.158304353,11850.59011,1876,428,546,429,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,125A,150390001125A,63,0.27801514,0.232971295,1,0.163936864,19568.50901,3208,701,776,703,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,1279,1.50E+12,63,0.167100728,0.603211917,1,0.158829076,13763.22302,2186,456,546,456,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,1368,1.50E+12,63,0.27801514,0.232971295,1,0.197479138,11373.35325,2246,515,633,515,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,1372,1.50E+12,63,0.27801514,0.232971295,1,0.187054694,13161.9258,2462,573,661,574,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,1387,1.50E+12,63,0.27801514,0.232971295,1,0.214858493,13078.37527,2810,639,731,640,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,1391,1.50E+12,63,0.105497156,0.689219349,1,0.14400749,6971.85957,1004,234,295,237,31.901
15,México,39,Ixtapaluca,1,Total AGEB urbana,1419,1.50E+12,63,0.246768351,0.272025333,1,0.237588767,25283.18183,6007,1570,2339,1594,29.7958
15,México,39,Ixtapaluca,1,Total AGEB urbana,1442,1.50E+12,63,0.249494757,0.600403353,1,0.188532327,31803.56437,5996,1602,2413,1610,31.4638
15,México,39,Ixtapaluca,1,Total AGEB urbana,1476,1.50E+12,63,0.249494757,0.600403353,1,0.096179737,27022.32387,2599,688,1031,691,31.4638
15,México,39,Ixtapaluca,1,Total AGEB urbana,1762,1.50E+12,63,0.179726405,0.52710804,1,0.3589157,5494.326388,1972,489,613,490,30.7406
15,México,39,Ixtapaluca,1,Total AGEB urbana,1777,1.50E+12,63,0.179726405,0.52710804,1,0.312293118,12539.50142,3916,929,1050,932,30.7406
15,México,39,Ixtapaluca,1,Total AGEB urbana,1796,1.50E+12,63,0.27801514,0.232971295,1,0.381201769,5807.947862,2214,511,807,511,28.8182
15,México,39,Ixtapaluca,1,Total AGEB urbana,1847,1.50E+12,63,0.167100728,0.603211917,1,0.840969193,7870.680704,6619,1639,1799,1640,31.256
15,México,39,Ixtapaluca,1,Total AGEB urbana,1851,1.50E+12,63,0.246768351,0.272025333,1,0.422876826,11693.71243,4945,1252,1802,1259,29.7958
